,prompt,completion,brief_type,data_type,file_path,file_name
413,"APPLETON PAPERS INC. and NCR CORporation, Plaintiff, v. KIMBERLY-CLARK CORPORation, Defendant, are seeking to amend their pleadings. The suit was filed in the U.S. District Court for the Eastern District of Wisconsin. The case was filed on 10/17/11 at 2:08-cv-00016-WCG and is being heard at 3:00 p.m. ET. The hearing is expected to last up to a week and a half. The judge will rule on whether the motion to amend the pleadings should be allowed to stand. The jury will hear the case at a hearing on October 23, 2013. The trial is set for October 26, 2013 at 10:30 a.m., ET.
 Judgment -->", deny,opposition,train,109,gov.uscourts.wied.45575.1212.0.txt
414,"J. J. Jargon Co. and Jeannette C. Linders file motion for protective order. Defendants say third party subpoenas are designed to harass, embarrass and oppress them. Plaintiff seeks sensitive financial documents from at least a dozen Playhouses where Menopause the Musical has been performed. Plaintiff does not allege or even contend that the Musical in any way infringes his alleged work. He claims the free program or Playbill distributed at two productions of the Musical included a simple, fact intensive “Age Test” The vast majority of the documents sought, however, do not concern the subject matter of this litigation – the programs and whether or not the Age Test is included in them. The documents sought are beyond the scope of Rule 26 of the Federal Rule of Civil Procedure 26(c)
 Judgment -->", deny,support,train,407,gov.uscourts.flmd.185863.21.0.txt
415,"Jargon Co. and Jeanette C. Linders file motion to quash subpoenas to playhouses. Defendants' program contains verbatim copy of Thornton's copyrighted ""Take the Age Test"" Thornton has learned that Defendants' counsel contacted at least one playhouse on an ex parte basis and, on a not-so-subtle basis, encouraged the playhouse to object to the subpoena under Fed R. Civ. P. 45. Rule 45(c) is the proper authority for quashing such asubpoena, yet Defendants recognize that, as a party, they do not have any standing to pursue such a charge. The Motion should be denied because: (1) Rule 45 provides adequate protection to the third parties subpoenaed; (2) Defendants do nothave standing to quashing these subpoenas; (3) the parties have agreed to a Protective Order, which alleviates any reasonable concerns the Defendants have intimated; and (4) Defendants
 Judgment -->", deny,opposition,train,407,gov.uscourts.flmd.185863.26.0.txt
416,"The plaintiff has alleged copyright infringement based on the Plaintiff has a copyright claim against Defendant. The defendant’s Counterclaim for Declaratory Relief fails as a matter of law and should be dismissed. “To survive a motion to dismiss, a complaint must allege. ‘enough facts to state a claim to relief that is plausible on its face,’” Rule 12(b)(6) test the sufficiency of the complaint. The complaint lacks a congnizable legal theory. The plaintiff's motion to strike the defendant's counterclaim fails as an inappropriate ‘repackaging of his denial of his denied denial’ of infringement. The motion to Strike Affirmative Defenses fails and should. be dismissed as an “inappropriate denial of denial of infringement’
 Judgment -->", deny,support,test,259,gov.uscourts.casd.499990.16.0.txt
417,"Malibu Media, LLC is one of the most prodigious litigants in the nation. Their litigation strategy does not seek a ruling on the merits, but is instead (in the words of a federal judge) “essentially an extortion scheme’ The court will decide the common copyright infringement issue unless the parties or plaintiffs withdraw their complaint. This begins at the real issue in Malibu Media v. John Does 1-10, 2012 U.S. Dist. LEXIS 10-89286 at *9 (C.D. Cal. June 27, 2012). When Plaintiff encounters a determined Defendant, it will.seek to escape via the backdoor, in an effort to avoid the statutory costs and attorney fees available.to a prevailing defendant in a copyright action.
 Judgment -->", deny,opposition,test,259,gov.uscourts.casd.499990.22.0.txt
418,"The Grand Canyon Trust, the Havasupai Tribe, Center for Biological Diversity, Sierra Club, and National Parks Conservation Association, are among the defendants. The Interior Department, Bureau of Land Management, and Grand CanyonTrust are the defendants-intervenors. The Proposed Intervenors And Their Members HaveSignificantly Protectable Interests In The Subject Of This Lawsuit. The Motion To Intervene Is Timely ................................................. 10.15-cv-08171-DGC Document 15 Filed 03/12/12 Page 1 of 24. The Lawsuit Threatens The Interests Of The Proposevenors In Protecting The Grand. Canyon Region ........................................................................................................ 12.D. Interior Department May May Represent TheInterest Of The Proposals Intervenor And Members.
 Judgment -->", grant,support,train,202,gov.uscourts.azd.653020.15.0.txt
419,"Grand Canyon Trust, the Havasupai Tribe, Center for Biological Diversity, Sierra Club, and National Parks Conservation Association are the defendants in the case. The motion was filed in the U.S. District Court for the District of Arizona. The plaintiffs are seeking relief from the effects of uranium mining on public land adjacent to Grand Canyon National Park. The proposed answer is attached to the memorandum in support of the motion. The court will rule on the motion in the next few days. If the motion is granted, the court will issue a ruling by the end of the month. For confidential support, call the National Suicide Prevention Lifeline at 1-800-273-8255 or visit http://www.suicidepreventionlifeline.org/. For support on suicide matters call the Samaritans on 08457 90 90 90 or visit a local Samaritans branch or click here.
 Judgment -->", grant,support,train,202,gov.uscourts.azd.653020.14.0.txt
420,"In the 1984 Arizona Wilderness Act, Congress designated over 250,000 acres of federal land on or near the Arizona Strip in northern Arizona as wilderness. The Northern Arizona Mining Act of 2011: H.R. 98: Continuity of Mining Act on August 28, 2012. The suit concerns the unlawful withdrawal and closure of 1 million acres of land in Northern Arizona as described by Defendant Salazar's Record of Decision (""ROD"") for the Northern Arizona Proposed Withdrawal (""NAPW"") signed on January 9,2012. Plaintiff Gregory Yount, responds to Motion to Intervene, filed jointly by Grand Canyon Trust, the Havasupai Tribe, Center for Biological Diversity, SierraClub, and National Parks Conservation Association. The only issue at hand, is whether the NorthernArizona With withdrawalal (NAW) was properly conducted under NEPA.
 Judgment -->", grant,opposition,train,202,gov.uscourts.azd.653020.29.0.txt
421,"Wendy DoBBINS, individually and on behalf of persons similarly situated, sued SCRIPTFLEET, Inc., a Florida corporation, for not paying overtime wages. Defendant’s Counterclaim is for contractual indemnity. Plaintiff and the other couriers worked consistently over 40 hours in a work week, but Defendant never paid them time-and-a-half for their overtime hours because Defendant misclassified them as independent contractors. The counterclaim is asserted in an attempt to intimidate Plaintiff and others from vindicating their overtime rights. For all of these reasons, Defendant's Counterclaim must be dismissed, with prejudice. Case 8:11-cv-01923-SCB-AEP Document 41 Filed 04/19/12 Page 1 of 9 PageID 221.
 Judgment -->", deny,support,test,728,gov.uscourts.flmd.262099.41.0.txt
422,"Wendy Dobbins is suing Scriptfleet, Inc. (“Scriptfleet’s” “Defendant/Counterclaim Plaintiff, Scriptfleet”). Scriptfleet is a Florida corporation, )f/k/a Network Express, and XYZ Entities 1-10. Dobb Ins was an independent contractor who provided delivery equipment and services to Scriptfleet. Under the Agreement, all parties understood that D Cobbins was. an independent contractors who provided and maintained her own. equipment for delivery services. Scriptfleet also filed the Counterclaim asserting that, to the extent DobbIns had been properlyclassified as an independent. contractor, she breached her written Agreement. The Agreement provides that DobbINS agrees to:. indemnify and hold harmless CARRIER from any direct, indirect and. indirect loss, damage, fine, expense, expense and attorney's fees for injury to persons.
 Judgment -->", deny,opposition,test,728,gov.uscourts.flmd.262099.43.0.txt
